"","Phylum","Class","Order","Family","Genus","Species","Subspecies","Strain","GOLD_Organism_ID","GOLD_Project_ID","IMG_Genome_ID","NCBI_Taxonomy_ID","NCBI_Phylum","NCBI_Class","NCBI_Order","NCBI_Family","NCBI_Genus","NCBI_Species","Article_Url","Metabolic_Traits","AI_Predicted"
"2956","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","ezzemoulense","NA","5.1, CECT 7099, DSM 17463","Go0013704","Gp0013704","2524614679","1121945","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","ezzemoulense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2957","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","gandharaense","NA","MK13-1, JCM 17823, CECT 7963","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2958","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","halodurans","NA","Cb34, CECT 8745, IBRC-M 10233","Go0455398","Gp0323725","2791355071","1383851","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","halodurans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2959","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","halophilum","NA","B8, CECT 8278, JCM 18963","Go0102204","Gp0102204","2617271215","413816","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","halophilum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2960","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","kocurii","NA","BG-1, CECT 7322, CGMCC 1.7018, JCM 14978","Go0007115","Gp0007115, Gp0036944","2554235489","1230456","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","kocurii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2961","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","lacusprofundi","NA","ACAM 34, ATCC 49239, CIP 105334, DSM 5036, JCM 8891, UQM 3107, VKM B-1753","Go0002309","Gp0002309","643692025","416348","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","lacusprofundi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2962","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","laminariae","NA","R60, CGMCC 1.12689, JCM 30040","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2963","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","lipolyticum","NA","9-3, CGMCC 1.5332, JCM 13559","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2964","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","litoreum","NA","Fa-1, CGMCC 1.5336, JCM 13561","Go0036948","Gp0006936, Gp0036948","2554235508","1227483","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","litoreum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2965","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","luteum","NA","CGSA15, CECT 7303, CGMCC 1.6783","Go0030105","NA","NA","406549","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","luteum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2966","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","orientale","NA","EJ-52, CECT 7145, CGMCC 1.6295, JCM 13889","Go0030688","NA","NA","376415","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","orientale","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2967","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","pallidum","NA","PJ61, CGMCC 1.15212, JCM 30955","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2968","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","persicum","NA","C49, IBRC-M 10232, JCM 30541","Go0455397","Gp0323724","2791355074","1383844","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","persicum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2969","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","rubrum","NA","YC87, CGMCC 1.12124, JCM 18365","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","Fermentation:NA:NA:NA:Endogenous:NA","N"
"2970","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","rutilum","NA","YJ-18-S1, CGMCC 1.12554, JCM 30030","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2971","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","saccharovorum","NA","M6, ATCC 29252, CIP 105329, DSM 1137, IFO, NBRC, 14717, JCM 8865, NCIMB 2081, VKM B-1747","Go0007043","Gp0007043, Gp0036954","2524614823","1227484","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","saccharovorum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2972","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","salinum","NA","GX71, CGMCC 1.10458, JCM 17093","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2973","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","sodomense","NA","RD-26, ATCC 33755, CIP 105330, DSM 3755, IFO, NBRC, 14740, JCM 8880, NCIMB 2197, VKM B-1771","Go0007192","Gp0007192, Gp0110611","2617270732","35743","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","sodomense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2974","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","tebenquichense","NA","ALT6-92, CECT 5317, DSM 14210, JCM 12290","Go0036965","Gp0007044, Gp0036965","2554235490","1227485","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","tebenquichense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2975","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","terrestre","NA","4p, JCM 10247, VKM B-1739","Go0007116","Gp0007116, Gp0036966","2554235509","1227486","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","terrestre","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2976","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","tibetense","NA","8W8, AS 1.3239, JCM 11889","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2977","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","trapanicum","NA","NCCB 71076, NRC 34021, VKM B-2026","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2978","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","trueperi","NA","Y73, CGMCC 1.15503, JCM 31271","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2979","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","vacuolatum","NA","M24, CIP 104547, DSM 8800, JCM 9060, NCIMB 13189","Go0006954","Gp0006954, Gp0194218","2724679803","63740","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","vacuolatum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2980","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","xinjiangense","NA","BD-1, AS 1.3527, JCM 12388","Go0032891","NA","NA","261291","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","xinjiangense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2981","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","yunnanense","NA","Q85, CGMCC 1.15057, JCM 30665","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2982","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","salsamenti","NA","Y69, CGMCC 1.15455, JCM 31270","Go0541926","Gp0492778","NA","2583990","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","salsamenti","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2983","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","sfaxense","NA","ETD6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00487.pub2","NA:NA:NA:NA:NA:NA","N"
"2984","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus","amylolyticus","NA","YC93, CGMCC 1.12126, JCM 18367","Go0541953","Gp0492805","2881923770","1126242","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus","amylolyticus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01351","NA:NA:NA:NA:NA:NA","N"
"2985","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus","rarus","NA","TBN4, CGMCC 1.10122, JCM 16429","Go0475118","Gp0358722","NA","660515","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus","rarus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01351","NA:NA:NA:NA:NA:NA","N"
"2986","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus","ruber","NA","YC25, CGMCC 1.12122, JCM 18363","Go0541842","Gp0492693","NA","1126238","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus","ruber","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01351","NA:NA:NA:NA:NA:NA","N"
"2987","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halosarcina","limi","NA","R01-6, CGMCC 1.8711, JCM 16054","Go0030530","Gp0113057","2617270895","555875","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halogeometricum","limi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01353","NA:NA:NA:NA:NA:NA","N"
"2988","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halosarcina","pallida","NA","R30, CGMCC 1.10593, JCM 17270","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01353","NA:NA:NA:NA:NA:NA","N"
"2989","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halosiccatus","urmianus","NA","DC8, IBRC-M10911, CECT 8793","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01494","NA:NA:NA:NA:NA:NA","N"
"2990","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","carlsbadense","NA","2-9-1, ATCC BAA 75, JCM 11222","Go0007162","Gp0004840, Gp0007162, Gp0035864","2531839487","797114","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","carlsbadense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01354","NA:NA:NA:NA:NA:NA","N"
"2991","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","litoreum","NA","YGH94, CGMCC 1.12235, JCM 18647","Go0574833","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01354","NA:NA:NA:NA:NA:NA","N"
"2992","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","pelagicum","NA","R2, CGMCC 1.10586, JCM 17263","Go0567957","Gp0538320","NA","869886","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","pelagicum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01354","NA:NA:NA:NA:NA:NA","N"
"2993","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","rubrum","NA","R27, CGMCC 1.10591, JCM17268","Go0567956","Gp0538319","NA","869889","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halosimplex","rubrum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01354","NA:NA:NA:NA:NA:NA","N"
"2994","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","alkaliphila","NA","167-74, JCM 16592, CECT 7631","Go0031997","NA","NA","691825","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","alkaliphila","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01355","NA:NA:NA:NA:NA:NA","N"
"2995","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","bangensis","NA","T26, CECT 8219, IBRC-M 10759, JCM 18750","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01355","NA:NA:NA:NA:NA:NA","N"
"2996","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","kamekurae","NA","194-10, DSM 22427, JCM 16110, CECT 7536","Go0030413","Gp0116576","2639762563","619731","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","kamekurae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01355","NA:NA:NA:NA:NA:NA","N"
"2997","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","larsenii","NA","XH-48, DSM 17691, CGMCC 1.5338, JCM 13463, CECT 7116","Go0006800","Gp0006800","2510065051","797299","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","larsenii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01355","NA:NA:NA:NA:NA:NA","N"
"2998","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halostella","salina","NA","CBA1114, JCM 30111, KCTC 4206","Go0507947","Gp0392643","NA","1547897","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halostella","salina","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01499","NA:NA:NA:NA:NA:NA","N"
"2999","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halotalea","alkalilenta","NA","AW-7, CECT 7134, CIP 109710, DSM 17697","Go0040002","Gp0040002","2556921652","1403347","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halotalea","alkalilenta","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01714","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"3000","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","daqingensis","NA","JX313, CGMCC 1.8909, NBRC 105739","Go0030348","Gp0127337","2681812915","588898","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","daqingensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3001","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","hispanica","NA","FP1, DSM 18328, ATCC BAA1310","Go0031053","Gp0116577","2816332110","392421","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","hispanica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3002","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","jeotgali","NA","A29, KCTC 4020, DSM 18794, JCM 14585, CECT 7218","Go0086822","Gp0086822, Gp0441687","2582580504, 2914868299","1455609","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","jeotgali","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3003","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","limicola","NA","AX-7, CGMCC 1.5333, JCM 13563","Go0036947","Gp0006836, Gp0036947","2554235498","1230457","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","limicola","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3004","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","longa","NA","ABH32, CGMCC 1.5334, JCM 13562","Go0007163","Gp0007163","NA","370324","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","longa","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3005","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","mahii","NA","H13, BCRC 910151, NBRC 111885","Go0010305","Gp0010305, Gp0466483","2853959580","1416969","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","mahii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3006","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","saccharevitans","NA","AB14, AS 1.3730, JCM 12889","Go0007164","Gp0139345","2667527214","301967","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","saccharevitans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3007","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","salina","NA","XH-65, CGMCC 1.6203, JCM 13891","Go0007110","Gp0007110, Gp0036956","2554235505","1227488","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","salina","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3008","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","thermotolerans","NA","PR5, DSM 11552, ATCC 700275","Go0035976, Go0006837","Gp0006837, Gp0035976","2534681901","121872, 1227489","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","thermotolerans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3009","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","turkmenica","NA","4K, ATCC 51198, DSM 5511, NCIMB 13204, VKM B-1734","Go0001222","Gp0001222, Gp0006955","646311934","543526","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","turkmenica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00488.pub2","NA:NA:NA:NA:NA:NA","N"
"3010","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halothermothrix","orenii","NA","H168, OCM 544, DSM 9562","Go0002308","Gp0002308","643348557","373903","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halothermothrix","orenii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00735","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"3011","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","neapolitanus","NA","ATCC 23641, DSM 15147, NC1B 8539","Go0389909, Go0001972","Gp0001972, Gp0251921","2756170244, 646311935","555778, 927","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","neapolitanus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01133","NA:NA:NA:NA:NA:NA","N"
"3012","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","halophilus","NA","DSM 6132, ATCC 49870","Go0028901","NA","NA","47960","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalibacteraceae","Guyparkeria","halophila","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01133","NA:NA:NA:NA:NA:NA","N"
"3013","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","hydrothermalis","NA","ATCC 51453, DSM 7121","Go0029771","NA","NA","923","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalibacteraceae","Guyparkeria","hydrothermalis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01133","NA:NA:NA:NA:NA:NA","N"
"3014","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","kellyi","NA","Milos-BIII, DSM 13162","Go0027410","NA","NA","109263","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","kellyi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01133","NA:NA:NA:NA:NA:NA","N"
"3015","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovarius","luteus","NA","DA50, IBRC-M 10912, CECT 8510","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01498","NA:NA:NA:NA:NA:NA","N"
"3016","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halovenus","aranensis","NA","EB27, IBRC-M 10015, CGMCC 1.11001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01356","NA:NA:NA:NA:NA:NA","N"
"3017","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halovenus","rubra","NA","R28, CGMCC 1.10592, JCM 17269","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01356","NA:NA:NA:NA:NA:NA","N"
"3018","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halovenus","salina","NA","ASP54, CECT 8749, IBRC-M 10946, JCM 30072","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01356","NA:NA:NA:NA:NA:NA","N"
"3019","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","asiaticus","NA","EJ-46, CECT 7098, CGMCC 1.4248, JCM 14624","Go0007118","Gp0007118, Gp0036931","2554235485","1227490","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","asiaticus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01357","NA:NA:NA:NA:NA:NA","N"
"3020","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","cerinus","NA","IC35, IBRC-M 10256, KCTC 4050","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01357","NA:NA:NA:NA:NA:NA","N"
"3021","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","limisalsi","NA","IC38, IBRC-M 10022, KCTC 4051","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01357","NA:NA:NA:NA:NA:NA","N"
"3022","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","ruber","NA","XH-70, CGMCC 1.6204, DSM 18193, JCM 13892","Go0006809","Gp0006809","2506783009","797302","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","ruber","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01357","NA:NA:NA:NA:NA:NA","N"
"3023","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Haploangium","rugiseptum","NA","Peterson 51, University of Missouri Herbarium, Columbia, MO, USA, specimen","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01057","NA:NA:NA:NA:NA:NA","N"
"3024","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Haploangium","minus","NA","Peterson 41, University of Missouri Herbarium, Columbia, MO, USA, specimen","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01057","NA:NA:NA:NA:NA:NA","N"
"3025","Firmicutes","Clostridia","Clostridiales","incertae Sedis - Family I","Helcococcus","kunzii","NA","NCFB 2900, IFO 15552, ATCC 51366","Go0008133","Gp0008133","2513237357","883114","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Helcococcus","kunzii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00715","NA:NA:NA:NA:NA:NA","N"
"3026","Firmicutes","Clostridia","Clostridiales","incertae Sedis - Family I","Helcococcus","ovis","NA","CCUG 37441, CIP 106312, ATCC BAA-59","Go0028638","NA","NA","72026","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Helcococcus","ovis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00715","NA:NA:NA:NA:NA:NA","N"
